judet,localitate,tip artera,denumire artera,numar,codpostal,sector
Cluj,Turda,Stradă,Neculce Ion,,401115,
Cluj,Turda,Stradă,Teclu Nicolae,,401115,
Cluj,Turda,Stradă,Zidarilor,,401116,
Cluj,Turda,Intrare,Armatei,,401117,
Cluj,Turda,Stradă,Armatei,,401117,
Cluj,Turda,Stradă,Bogata,,401117,
Cluj,Turda,Cale,Monumentului,,401117,
Cluj,Turda,Alee,Obeliscului,,401117,
Cluj,Turda,Stradă,"Raţiu Ioan, doctor",nr. 9-21; 2-36,401118,
Cluj,Turda,Stradă,Bucovinei,,401121,
Cluj,Turda,Stradă,Punţii,nr. 1-T; 2-22,401121,
Cluj,Turda,Piaţă,Basarabiei,,401122,
Cluj,Turda,Stradă,Roşiori,nr. 2-14,401123,
Cluj,Turda,Stradă,Bărnuţiu Simion,,401124,
Cluj,Turda,Stradă,Goldiş Vasile,,401124,
Cluj,Turda,Stradă,Alexandru Ioan Cuza,,401125,
Cluj,Turda,Stradă,Coastei,,401125,
Cluj,Turda,Stradă,Pann Anton,nr. 1,401125,
Cluj,Turda,Stradă,Decebal,,401126,
Cluj,Turda,Stradă,Kogălniceanu Mihail,,401126,
Cluj,Turda,Stradă,Vasile Lupu,nr. 2-10,401126,
Cluj,Turda,Stradă,Eternităţii,,401127,
Cluj,Turda,Intrare,Foişor,,401127,
Cluj,Turda,Stradă,Înclinată,,401127,
Cluj,Turda,Stradă,Matei Basarab,,401127,
Cluj,Turda,Piaţă,1 Decembrie 1918,nr. 5-11; 4-12,401130,
Cluj,Turda,Stradă,Libertăţii,"nr. 2, 4",401131,
Cluj,Turda,Cale,Victoriei,nr. 2-30,401131,
Cluj,Turda,Stradă,Ştefan cel Mare,nr. 21-T; 14-T,401132,
Cluj,Turda,Stradă,Transbordării,,401132,
Cluj,Turda,Stradă,Vladimirescu Tudor,,401132,
Cluj,Turda,Stradă,Cosmin,,401133,
Cluj,Turda,Stradă,Gării,,401133,
Cluj,Turda,Stradă,Oborului,,401133,
Cluj,Turda,Stradă,Petru Rareş,,401133,
Cluj,Turda,Stradă,Putna,,401133,
Cluj,Turda,Stradă,Sticlarilor,,401133,
Cluj,Turda,Drum,Baza de Recepţie,,401134,
Cluj,Turda,Stradă,Brebeneilor,,401134,
Cluj,Turda,Stradă,Bujorului,,401134,
Cluj,Turda,Intrare,Curbă,,401134,
Cluj,Turda,Stradă,District C.F.R.,,401134,
Cluj,Turda,Stradă,Strungarilor,,401134,
Cluj,Turda,Stradă,Câmpia Cristişului,,401135,
Cluj,Turda,Stradă,Depoului,,401135,
Cluj,Turda,Stradă,Fabricii,,401135,
Cluj,Turda,Stradă,Ghioceilor,,401135,
Cluj,Turda,Stradă,Locomotivei,,401135,
Cluj,Turda,Stradă,Moţilor,,401135,
Cluj,Turda,Intrare,Negru Vodă,nr. 2-T,401135,
Cluj,Turda,Stradă,Trăscăului,,401135,
Cluj,Turda,Intrare,Atelierului,,401136,
Cluj,Turda,Stradă,Atelierului,,401136,
Cluj,Turda,Stradă,Cânepişti,,401136,
Cluj,Turda,Stradă,Lingurarilor,,401136,
Cluj,Turda,Stradă,Unirii,,401136,
Cluj,Turda,Stradă,Zăvoiului,,401136,
Cluj,Turda,Stradă,Zimbrului,,401136,
Cluj,Turda,Piaţă,Romană,"nr. 1-13, 17-T; 2-T",401139,
Cluj,Turda,Stradă,Ipătescu Ana,,401140,
Cluj,Turda,Stradă,Mesteacănului,,401140,
Cluj,Turda,Alee,Corbului,,401141,
Cluj,Turda,Stradă,Romană,,401141,
Cluj,Turda,Stradă,Mandolinei,,401142,
Cluj,Turda,Stradă,Sănduleşti,,401142,
Cluj,Turda,Stradă,Cheii,,401143,
Cluj,Turda,Stradă,Cheii Laterală,,401143,
Cluj,Turda,Stradă,Funicularului,,401143,
Cluj,Turda,Stradă,Luceafărului,,401143,
Cluj,Turda,Stradă,Zamfirescu Duiliu,,401143,
Cluj,Turda,Stradă,Bălcescu Nicolae,,401144,
Cluj,Turda,Stradă,Alba Iulia,,401145,
Cluj,Turda,Stradă,Cerna Panait,,401145,
Cluj,Turda,Stradă,Dealul Zânelor,,401145,
Cluj,Turda,Stradă,Miron Costin,,401145,
Cluj,Turda,Stradă,Russo Alecu,,401145,
Cluj,Turda,Piaţă,Republicii,nr. 19,401148,
Cluj,Turda,Stradă,Dacia,nr. 1-T; 4-T,401149,
Cluj,Turda,Stradă,Coşbuc George,,401150,
Cluj,Turda,Stradă,"Raţiu Ioan, doctor",nr. 71-T; 38-T,401151,
Cluj,Turda,Stradă,Constantin Brâncoveanu,,401152,
Cluj,Turda,Stradă,Crişan,,401152,
Cluj,Turda,Stradă,Horea,,401152,
Cluj,Turda,Stradă,Bariţiu George,nr. 57-155,401153,
Cluj,Turda,Alee,Borsec,,401153,
Cluj,Turda,Stradă,Cetatea Colţeşti,,401153,
Cluj,Turda,Stradă,Cocoşului,,401153,
Cluj,Turda,Alee,Crestei,,401153,
Cluj,Turda,Alee,Dorna,,401153,
Cluj,Turda,Alee,Nouă,,401153,
Cluj,Turda,Alee,Piezişă,,401153,
Cluj,Turda,Stradă,Privighetorii,,401153,
Cluj,Turda,Stradă,Turturelelor,,401153,
Cluj,Turda,Alee,Zefirului,,401153,
Cluj,Turda,Alee,Zizin,,401153,
Cluj,Turda,Stradă,Bunea Augustin,,401154,
Cluj,Turda,Stradă,Haşdeu Petriceicu Bogdan,,401154,
Cluj,Turda,Stradă,Potaissa,,401154,
Cluj,Turda,Intrare,Şoimilor,,401154,
Cluj,Turda,Piaţă,Republicii,nr. 1-5; 2-4,401157,
Cluj,Turda,Stradă,Dacia,nr. 2,401158,
Cluj,Turda,Stradă,Castanilor,nr. 1-13; 2-22,401159,
Cluj,Turda,Stradă,Barbu Lăutaru,,401160,
Cluj,Turda,Stradă,Călăraşi,,401160,
Cluj,Turda,Stradă,Labirint,,401160,
Cluj,Turda,Stradă,Malului,"nr. 1-5, 9",401160,
Cluj,Turda,Stradă,Muzelor,,401160,
Cluj,Turda,Stradă,Vlahuţă Alexandru,,401160,
Cluj,Turda,Stradă,Argeşului,,401161,
Cluj,Turda,Stradă,Bicazului,,401161,
Cluj,Turda,Stradă,Dan Pavel,,401161,
Cluj,Turda,Stradă,Eminescu Mihai,,401161,
Cluj,Turda,Stradă,Fărcăşanu Alexandru,,401161,
Cluj,Turda,Stradă,Albinei,,401162,
Cluj,Turda,Stradă,Budai Deleanu Ion,,401162,
Cluj,Turda,Stradă,Iorga Nicolae,,401162,
Cluj,Turda,Stradă,"Marinescu Ion, doctor",,401162,
Cluj,Turda,Stradă,Avram Iancu,nr. 36-T,401163,
Cluj,Turda,Stradă,Drumul Ceanului,,401165,
Cluj,Turda,Piaţă,1 Decembrie 1918,nr. 33-T; 34-T,401166,
Cluj,Turda,Stradă,Gelu,,401167,
Cluj,Turda,Piaţă,Republicii,nr. 25-33; 24-32,401167,
Cluj,Turda,Stradă,Curcubeului,,401168,
Cluj,Turda,Stradă,Gutuiului,,401168,
Cluj,Turda,Stradă,Mărului,,401168,
Cluj,Turda,Stradă,Moldovan Ioan,,401168,
Cluj,Turda,Stradă,Nucului,,401168,
Cluj,Turda,Stradă,Piersicului,,401168,
Cluj,Turda,Stradă,Şaguna Andrei,,401168,
Cluj,Turda,Alee,Băilor,,401169,
Cluj,Turda,Stradă,Castanilor,nr. 34-T,401169,
Cluj,Turda,Stradă,Drumul Ploscoşului,,401169,
Cluj,Turda,Stradă,Frăgărişte,nr. 2-T,401169,
Cluj,Turda,Stradă,Lazăr Gheorghe,nr. 6,401169,
Cluj,Turda,Stradă,Caisului,,401170,
Cluj,Turda,Stradă,Cerbului,,401170,
Cluj,Turda,Stradă,Cireşului,,401170,
Cluj,Turda,Stradă,Livezilor,,401170,
Cluj,Turda,Stradă,Prunului,,401170,
Cluj,Turda,Stradă,Şesului,,401170,
Cluj,Turda,Stradă,Vişinului,,401170,
Cluj,Turda,Stradă,Petrilaca,,401171,
Cluj,Turda,Stradă,Piatra Hărcana,,401171,
Cluj,Turda,Stradă,Sfântu Ioan,,401171,
Cluj,Turda,Hotar,Ştirbeşti,,401171,
Cluj,Turda,Hotar,Valea Caldă Mare,,401171,
Cluj,Turda,Hotar,Valea Caldă Mică,,401171,
Cluj,Turda,Stradă,Valea Florilor,,401171,
Cluj,Turda,Stradă,Vulturului,,401171,
Cluj,Turda,Stradă,Alunişului,,401172,
Cluj,Turda,Stradă,Ispirescu Petre,,401172,
Cluj,Turda,Stradă,"Moldovan Valeriu, doctor",,401172,
Cluj,Turda,Alee,Pădurii,,401172,
Cluj,Turda,Intrare,Predeal,,401172,
Cluj,Turda,Alee,Borza Alexandru,,401173,
Cluj,Turda,Alee,Lacurilor,,401173,
Cluj,Turda,Alee,Mureş,,401173,
Cluj,Turda,Alee,Olt,,401173,
Cluj,Turda,Alee,Ştrandului,,401173,
Cluj,Turda,Stradă,Bariţiu George,"nr. 1-55, 155A-T; 2-T",401174,
Cluj,Turda,Stradă,Punţii,nr. 24-T,401175,
Cluj,Turda,Stradă,Roşiori,nr. 1-T; 16-T,401176,
Cluj,Turda,Stradă,Meşterul Manole,,401177,
Cluj,Turda,Intrare,Corvin Ion,,401178,
Cluj,Turda,Stradă,Corvin Ion,,401178,
Cluj,Turda,Stradă,Cucului,,401178,
Cluj,Turda,Stradă,Furtună Ştefan,,401178,
Cluj,Turda,Stradă,Ogorului,,401178,
Cluj,Turda,Stradă,Racului,,401178,
Cluj,Turda,Stradă,Haret Spiru,,401179,
Cluj,Turda,Stradă,Hotarului,,401179,
Cluj,Turda,Stradă,Rândunicii,,401179,
Cluj,Turda,Stradă,Văii,,401179,
Cluj,Turda,Stradă,Clujului,,401180,
Cluj,Turda,Stradă,Cotită,,401180,
Cluj,Turda,Stradă,Iazurilor,,401180,
Cluj,Turda,Stradă,Luţerniştei,,401180,
Cluj,Turda,Stradă,Brâncuşi Constantin,,401181,
Cluj,Turda,Stradă,Hajdu Etienne,,401181,
Cluj,Turda,Stradă,Teglas Istvan,,401181,
Cluj,Turda,Stradă,Viitorului,,401181,
Cluj,Turda,Alee,Titulescu Nicolae,,401183,
Cluj,Turda,Piaţă,1 Decembrie 1918,"bl. 6A, 6B",401184,
Cluj,Turda,Piaţă,1 Decembrie 1918,nr. 13-31; 14-32,401184,
Cluj,Turda,Stradă,Libertăţii,nr. 1-T; 6-T,401185,
Cluj,Turda,Stradă,"Raţiu Ioan, doctor",nr. 1-7,401186,
Cluj,Turda,Stradă,Fântânele,,401187,
Cluj,Turda,Stradă,Vlaicu Aurel,,401187,
Cluj,Turda,Piaţă,Romană,nr. 15,401188,
Cluj,Turda,Stradă,Abatorului,,401189,
Cluj,Turda,Stradă,Ghindei,,401189,
Cluj,Turda,Stradă,Maior Petru,,401189,
Cluj,Turda,Stradă,Răsăritului,,401189,
Cluj,Turda,Stradă,Războieni,,401189,
Cluj,Turda,Stradă,Vlădeasa,,401189,
Bihor,Oradea,Stradă,Academiei,,410001,
Bihor,Oradea,Stradă,Îngustă,,410001,
Bihor,Oradea,Stradă,Moscovei,,410001,
Bihor,Oradea,Stradă,Patrioţilor,,410001,
Bihor,Oradea,Stradă,Chitul Emilian Mircea,,410002,
Bihor,Oradea,Stradă,Endre Ady,nr. 1-45; 2-56,410002,
Bihor,Oradea,Stradă,Malului,,410002,
Bihor,Oradea,Stradă,Nouă,,410002,
Bihor,Oradea,Stradă,Cosma Partenie,,410003,
Bihor,Oradea,Stradă,Dumbravei,,410003,
Bihor,Oradea,Stradă,Haşdeu Petriceicu Bogdan,,410003,
Bihor,Oradea,Stradă,Leagănului,,410003,
Bihor,Oradea,Stradă,Pann Anton,,410003,
Bihor,Oradea,Stradă,Tarcăului,,410003,
Bihor,Oradea,Stradă,Menumorut,nr. 1-33; 2-6,410004,
Bihor,Oradea,Stradă,Sfântul Apostol Andrei,nr. 1-45; 2-22,410005,
Bihor,Oradea,Stradă,Endre Ady,nr. 47-T; 58-T,410008,
Bihor,Oradea,Stradă,Szigligeti Ede,,410008,
Bihor,Oradea,Stradă,Ciorogariu Roman,nr. 41-T; 26-T,410009,
Bihor,Oradea,Piaţă,Creangă Ion,,410009,
Bihor,Oradea,Stradă,Eminescu Mihai,nr. 41-T; 28-T,410010,
Bihor,Oradea,Stradă,Lazăr Gheorghe,,410011,
Bihor,Oradea,Stradă,Mioriţei,,410011,
Bihor,Oradea,Stradă,Treboniu Laurian August,,410011,
Bihor,Oradea,Stradă,Jiga Nicolae,nr. 35-T; 44-T,410013,
Bihor,Oradea,Stradă,Menumorut,nr. 35-T; 8-T,410013,
Bihor,Oradea,Stradă,Ciorogariu Roman,nr. 1-39; 2-24,410017,
Bihor,Oradea,Cale,Republicii,nr. 2-10A,410018,
Bihor,Oradea,Stradă,Deltei,,410019,
Bihor,Oradea,Stradă,Eminescu Mihai,nr. 1-39; 2-26,410019,
Bihor,Oradea,Stradă,Iorga Nicolae,,410019,
Bihor,Oradea,Stradă,Bariţiu Gheorghe,,410020,
Bihor,Oradea,Stradă,Coşbuc George,,410020,
Bihor,Oradea,Stradă,"Popescu Mircea, regizor",,410020,
Bihor,Oradea,Stradă,Postăvarului,,410020,
Bihor,Oradea,Stradă,Teatrului,,410020,
Bihor,Oradea,Stradă,Madach Imre,,410021,
Bihor,Oradea,Piaţă,Regele Ferdinand I,nr. 2-T,410021,
Bihor,Oradea,Cale,Republicii,nr. 12-28,410025,
Bihor,Oradea,Stradă,Braşovului,,410026,
Bihor,Oradea,Stradă,"Praporgescu David, general",,410026,
Bihor,Oradea,Stradă,"Babeş Victor, doctor",,410027,
Bihor,Oradea,Stradă,Cometei,,410027,
Bihor,Oradea,Stradă,Dunărea,,410027,
Bihor,Oradea,Stradă,Rovine,,410027,
Bihor,Oradea,Stradă,Bicazului,,410028,
Bihor,Oradea,Stradă,Jiga Nicolae,nr. 1-33; 2-42,410028,
Bihor,Oradea,Stradă,Stânişoarei,,410028,
Bihor,Oradea,Cale,Republicii,nr. 7-35,410032,
Bihor,Oradea,Stradă,Dima Gheorghe,,410033,
Bihor,Oradea,Stradă,Schubert Franz,,410033,
Bihor,Oradea,Stradă,Snagovului,,410033,
Bihor,Oradea,Parc,Traian,nr. 1-5; 2-14,410033,
Bihor,Oradea,Stradă,Tribunalului,,410033,
Bihor,Oradea,Stradă,Enescu George,,410034,
Bihor,Oradea,Stradă,"Magheru Gheorghe, general",nr. 1-5,410035,
Bihor,Oradea,Cale,Republicii,nr. 1-5,410039,
Bihor,Oradea,Stradă,Grigorescu Nicolae,,410040,
Bihor,Oradea,Piaţă,Regele Ferdinand I,nr. 1-T,410040,
Bihor,Oradea,Stradă,"Vago Iosif, arhitect",,410041,
Bihor,Oradea,Stradă,Vulcan Iosif,,410041,
Bihor,Oradea,Piaţă,Libertăţii,,410042,
Bihor,Oradea,Stradă,Lazăr Aurel,,410043,
Bihor,Oradea,Stradă,Şaguna Andrei,,410043,
Bihor,Oradea,Parc,Traian,nr. 7-T ;16-T,410044,
Bihor,Oradea,Stradă,"Magheru Gheorghe, general",nr. 26-T,410048,
Bihor,Oradea,Stradă,Parcului,,410049,
Bihor,Oradea,Stradă,Petru Rareş,,410049,
Bihor,Oradea,Stradă,"Berthelot Henri Mathias, general",,410050,
Bihor,Oradea,Stradă,Mureşanu Andrei,,410050,
Bihor,Oradea,Stradă,Rădulescu Ion Heliade,nr. 1-13; 2-12,410050,
Bihor,Oradea,Parc,Brătianu Ion Constantin,,410051,
Bihor,Oradea,Stradă,Schiff Erno,,410051,
Bihor,Oradea,Alee,Ştrandului,,410051,
Bihor,Oradea,Stradă,"Magheru Gheorghe, general",nr. 7-T; 2-24,410057,
Bihor,Oradea,Stradă,Pitagora,,410057,
Bihor,Oradea,Stradă,Cristea Ilie,,410058,
Bihor,Oradea,Stradă,Delavrancea Barbu Ştefănescu,,410058,
Bihor,Oradea,Stradă,Rădulescu Ion Heliade,nr. 15-T; 14-T,410058,
Bihor,Oradea,Stradă,Dorobanţilor,,410059,
Bihor,Oradea,Stradă,Olteniei,,410059,
Bihor,Oradea,Stradă,Romaniţei,,410059,
Bihor,Oradea,Stradă,Independenţei,,410065,
Bihor,Oradea,Stradă,Cele Trei Crişuri,,410066,
Bihor,Oradea,Alee,Gojdu Emanuil,,410066,
Bihor,Oradea,Stradă,Haret Spiru,,410066,
Bihor,Oradea,Piaţă,Gojdu Emanuil,,410067,
Bihor,Oradea,Stradă,Kogălniceanu Mihail,nr. 1-9,410067,
Bihor,Oradea,Piaţă,1 Decembrie,"bl. 27A, 27B, 27C",410068,
Bihor,Oradea,Piaţă,1 Decembrie,nr. 1-3; 2-T,410068,
Bihor,Oradea,Stradă,Alecsandri Vasile,,410072,
Bihor,Oradea,Stradă,"Moşoiu Traian, general",,410072,
Bihor,Oradea,Piaţă,Unirii,nr. 2-T,410072,
Bihor,Oradea,Piaţă,1 Decembrie,nr. 5-T,410073,
Bihor,Oradea,Stradă,1848,,410074,
Bihor,Oradea,Stradă,Cetăţii,,410074,
Bihor,Oradea,Stradă,"Cosma Marius, erou",,410074,
Bihor,Oradea,Stradă,Crinului,,410074,
Bihor,Oradea,Stradă,Kogălniceanu Mihail,nr. 2-28,410074,
Bihor,Oradea,Stradă,Tănase Constantin,nr. 1-9; 2-14,410074,
Bihor,Oradea,Stradă,Ghica Ion,,410078,
Bihor,Oradea,Stradă,Sucevei,nr. 1-61; 2-T,410078,
Bihor,Oradea,Stradă,Tănase Constantin,nr. 9A-T; 16-T,410079,
Bihor,Oradea,Stradă,Albacului,nr. 1-37; 2-62,410080,
Bihor,Oradea,Stradă,Horea,,410080,
Bihor,Oradea,Stradă,Mediaşului,,410080,
Bihor,Oradea,Stradă,Cloşca,,410081,
Bihor,Oradea,Stradă,Crişan,,410081,
Bihor,Oradea,Stradă,Zlatnei,,410082,
Bihor,Oradea,Stradă,Olahus Nicolaus,,410086,
Bihor,Oradea,Stradă,Viorelelor,,410086,
Bihor,Oradea,Stradă,Vlahuţă Alexandru,,410086,
Bihor,Oradea,Stradă,Mărăşti,,410088,
Bihor,Oradea,Stradă,"Mociulschi Leonard, general",,410088,
Bihor,Oradea,Stradă,Topârceanu George,,410088,
Bihor,Oradea,Stradă,Vaida Voevod Alexandru,,410088,
Bihor,Oradea,Stradă,Moţilor,,410089,
Bihor,Oradea,Stradă,Vidu Ion,,410089,
Bihor,Oradea,Stradă,Coziei,,410090,
Bihor,Oradea,Stradă,Mimozei,,410090,
Bihor,Oradea,Stradă,Avram Iancu,,410094,
Bihor,Oradea,Stradă,"Buzoianu Ion, colonel",,410094,
Bihor,Oradea,Stradă,Horvath Imre,,410094,
Bihor,Oradea,Stradă,Kogălniceanu Mihail,nr. 11-T; 30-T,410094,
Bihor,Oradea,Stradă,Muşcatei,,410094,
Bihor,Oradea,Alee,Matei Basarab,,410095,
Bihor,Oradea,Stradă,Micu Klein Samuel,nr. 11-T; 12-T,410095,
Bihor,Oradea,Stradă,Mihai Viteazul,,410095,
Bihor,Oradea,Stradă,Rachetei,,410095,
Bihor,Oradea,Stradă,"Rimanoczy Kalman, arhitect",,410095,
Bihor,Oradea,Stradă,Scurtă,,410095,
Bihor,Oradea,Stradă,Semenicului,,410095,
Bihor,Oradea,Stradă,Sucevei,nr. 61A-T,410095,
Bihor,Oradea,Stradă,"Teiuşanu Demetriu, sublocotenent",,410095,
Bihor,Oradea,Stradă,Bolliac Cezar,,410096,
Bihor,Oradea,Stradă,Garoafei,,410096,
Bihor,Oradea,Stradă,Maiorescu Titu,,410096,
Bihor,Oradea,Stradă,Ulmului,,410096,
Bihor,Oradea,Stradă,Cuza Vodă,nr. 23-T; 28-T,410097,
Bihor,Oradea,Stradă,Lungă,nr. 19-T; 20-T,410097,
Bihor,Oradea,Stradă,Cuza Vodă,nr. 1-21; 2-26,410101,
Bihor,Oradea,Stradă,Budai Deleanu Ion,,410102,
Bihor,Oradea,Stradă,Jokai Mor,,410102,
Bihor,Oradea,Stradă,Lungă,nr. 1-17; 2-18,410102,
Bihor,Oradea,Stradă,Bradului,,410103,
Bihor,Oradea,Stradă,Micu Klein Samuel,nr. 1-9; 2-10,410103,
Bihor,Oradea,Stradă,Rosetti Constantin Andrei,,410103,
Bihor,Oradea,Stradă,Maniu Iuliu,,410104,
Bihor,Oradea,Stradă,Abrudului,,410108,
Bihor,Oradea,Stradă,Cercului,,410108,
Bihor,Oradea,Stradă,Ipătescu Ana,,410108,
Bihor,Oradea,Stradă,Marseillaise,,410108,
Bihor,Oradea,Stradă,Sinaia,,410108,
Bihor,Oradea,Stradă,Beldiceanu Nicolae,nr. 1-39; 2-36,410109,
Bihor,Oradea,Stradă,Călimăneştilor,,410109,
Bihor,Oradea,Stradă,Cotnari,,410109,
Bihor,Oradea,Stradă,Floricelelor,,410109,
Bihor,Oradea,Stradă,Jiului,,410109,
Bihor,Oradea,Stradă,Primăverii,,410109,
Bihor,Oradea,Stradă,Răspântiilor,,410109,
Bihor,Oradea,Stradă,Renaşterii,,410109,
Bihor,Oradea,Stradă,Vâlcelelor,,410109,
Bihor,Oradea,Stradă,Vâlsan George,,410109,
Bihor,Oradea,Stradă,Bena Augustin,,410110,
Bihor,Oradea,Stradă,Constanţei,,410110,
Bihor,Oradea,Stradă,Depoului,,410110,
Bihor,Oradea,Stradă,Gârleanu Emil,,410110,
Bihor,Oradea,Stradă,Herculane,,410110,
Bihor,Oradea,Stradă,Magellan,,410110,
Bihor,Oradea,Stradă,Oituz,,410110,
Bihor,Oradea,Stradă,Albinelor,,410177,
Bihor,Oradea,Stradă,Beldiceanu Nicolae,nr. 41-T; 38-T,410177,
Bihor,Oradea,Stradă,Frunzişului,,410177,
Bihor,Oradea,Stradă,Meteorilor,,410177,
Bihor,Oradea,Stradă,Pasului,,410177,
Bihor,Oradea,Stradă,Piscului,,410177,
Bihor,Oradea,Stradă,Sanatoriului,,410177,
Bihor,Oradea,Bulevard,Ştefan cel Mare,nr. 1-13; 2-62,410115,
Bihor,Oradea,Stradă,Alunei,,410116,
Bihor,Oradea,Stradă,Buteanu Ion,,410116,
Bihor,Oradea,Stradă,Gorunului,,410116,
Bihor,Oradea,Stradă,Nistrului,,410116,
Bihor,Oradea,Stradă,Siretului,,410116,
Bihor,Oradea,Stradă,Stejarului,,410116,
Bihor,Oradea,Stradă,Merilor,,410117,
Bihor,Oradea,Stradă,Paleului,,410117,
Bihor,Oradea,Stradă,Pădurii,,410117,
Bihor,Oradea,Stradă,Piersicilor,nr. 1-T,410117,
Bihor,Oradea,Stradă,Prunilor,,410117,
Bihor,Oradea,Stradă,Strugurilor,,410117,
Bihor,Oradea,Stradă,Viilor,,410117,
Bihor,Oradea,Stradă,Bihorului,,410118,
Bihor,Oradea,Stradă,Frasinului,,410119,
Bihor,Oradea,Stradă,Grâului,nr. 1-9,410119,
Bihor,Oradea,Stradă,Păun Pincio Ion,nr. 29-T; 30-T,410119,
Bihor,Oradea,Stradă,Secarei,nr. 1-15; 2-20,410119,
Bihor,Oradea,Stradă,Vişeului,,410119,
Bihor,Oradea,Stradă,Haydn Franz Joseph,,410120,
Bihor,Oradea,Stradă,Bogdan Ion,nr. 1-T,410125,
Bihor,Oradea,Stradă,Bănuţ Aurel Pavel,,410126,
Bihor,Oradea,Stradă,Brumei,,410126,
Bihor,Oradea,Stradă,Nordului,,410126,
Bihor,Oradea,Stradă,Cimbrului,,410127,
Bihor,Oradea,Stradă,Grâului,nr. 2-T; 11-T,410127,
Bihor,Oradea,Stradă,Strauss Johann,,410127,
Bihor,Oradea,Stradă,Valea Drăganului,,410127,
Bihor,Oradea,Stradă,Agronomului,,410128,
Bihor,Oradea,Stradă,Covaci Aurel,,410128,
Bihor,Oradea,Stradă,Drăgăşanilor,,410128,
Bihor,Oradea,Stradă,Macului,,410128,
Bihor,Oradea,Stradă,Morus Thomas,,410128,
Bihor,Oradea,Stradă,Păun Pincio Ion,nr. 1-27; 2-28,410128,
Bihor,Oradea,Stradă,Petre George Andrei,,410128,
Bihor,Oradea,Stradă,Secarei,nr. 17-T; 22-T,410128,
Bihor,Oradea,Stradă,Bogdan Ion,nr. 2-T,410129,
Bihor,Oradea,Stradă,Matei Corvin,nr. 211-T,410131,
Bihor,Oradea,Stradă,Avicenna,,410133,
Bihor,Oradea,Stradă,Ciucului,,410133,
Bihor,Oradea,Stradă,Dornei,nr. 2-T,410133,
Bihor,Oradea,Stradă,Inului,,410133,
Bihor,Oradea,Stradă,Matei Corvin,nr. 210-T,410133,
Bihor,Oradea,Stradă,Matei Corvin,km 3,410133,
Bihor,Oradea,Stradă,Parângului,,410133,
Bihor,Oradea,Stradă,Pelicanului,,410133,
Bihor,Oradea,Stradă,Zmeurei,,410133,
Bihor,Oradea,Stradă,Dornei,nr. 1-T,410134,
Bihor,Oradea,Stradă,Plantelor,,410134,
Bihor,Oradea,Stradă,Gurghiului,,410135,
Bihor,Oradea,Stradă,Harghitei,,410135,
Bihor,Oradea,Stradă,Pavilioanele C.F.R.,,410135,
Bihor,Oradea,Stradă,Vămii,,410135,
Bihor,Oradea,Stradă,Matei Corvin,nr. 115-209,410140,
Bihor,Oradea,Stradă,Moviliţei,,410140,
Bihor,Oradea,Stradă,Suişului,,410140,
Bihor,Oradea,Stradă,Cântăreţului,,410141,
Bihor,Oradea,Stradă,Ciucaşului,,410141,
Bihor,Oradea,Stradă,Cramei,,410141,
Bihor,Oradea,Stradă,Dealului,,410141,
Bihor,Oradea,Stradă,Drumul Hotarului,,410141,
Bihor,Oradea,Stradă,Rectorului,,410141,
Bihor,Oradea,Stradă,Valea Frumoasă,,410141,
Bihor,Oradea,Stradă,Cornului,nr. 11-T; 10-T,410144,
Bihor,Oradea,Stradă,Filimon Nicolae,,410144,
Bihor,Oradea,Stradă,Gutuilor,,410144,
Bihor,Oradea,Stradă,Matei Corvin,nr. 108-208,410144,
Bihor,Oradea,Stradă,Mărgelelor,,410144,
Bihor,Oradea,Stradă,Prislopului,,410144,
Bihor,Oradea,Stradă,Santăului,,410144,
Bihor,Oradea,Stradă,Teodoroiu Ecaterina,nr. 27-T; 28-T,410148,
Bihor,Oradea,Stradă,Pasteur Louis,"nr. 2, 4",410149,
Bihor,Oradea,Stradă,Bleriot,,410150,
Bihor,Oradea,Stradă,Feleacului,,410150,
Bihor,Oradea,Stradă,Frunzei,,410150,
Bihor,Oradea,Stradă,"Juhasz Gyula, poet",,410150,
Bihor,Oradea,Stradă,Pannonius Ianus,,410150,
Bihor,Oradea,Stradă,Sebeşului,,410150,
Bihor,Oradea,Stradă,Rebreanu Liviu,,410152,
Bihor,Oradea,Stradă,Cârlova Vasile,,410152,
Bihor,Oradea,Stradă,Negoiului,,410152,
Bihor,Oradea,Stradă,Paltinului,,410152,
Bihor,Oradea,Stradă,Preda Marin,,410152,
Bihor,Oradea,Stradă,Teodoroiu Ecaterina,nr. 1-25; 2-26,410153,
Bihor,Oradea,Stradă,Pasteur Louis,nr. 25-T; 6-T,410154,
Bihor,Oradea,Stradă,Pasteur Louis,"bl. B42, Z5-7",410154,
Bihor,Oradea,Stradă,Salvării,,410154,
Bihor,Oradea,Stradă,Alba Iulia,,410155,
Bihor,Oradea,Stradă,Bolintineanu Dimitrie,,410155,
Bihor,Oradea,Stradă,Branului,,410155,
Bihor,Oradea,Stradă,Fekete Iosif,,410155,
Bihor,Oradea,Stradă,"Marinescu Gheorghe, doctor",,410155,
Bihor,Oradea,Stradă,Popovici Titus,,410155,
Bihor,Oradea,Stradă,Rafael,,410155,
Bihor,Oradea,Stradă,Roşu Titus Livius,,410155,
Bihor,Oradea,Stradă,Scărişoarei,,410155,
Bihor,Oradea,Stradă,Soarelui,,410155,
Bihor,Oradea,Stradă,Stâna de Vale,,410155,
