judet,localitate,tip artera,denumire artera,numar,codpostal,sector
Bucuresti,Bucuresti,Stradă,Sibiceanu Costache,nr. 1-15,11511,1
Bucuresti,Bucuresti,Stradă,Sibiceanu Costache,nr. 2-14,11513,1
Bucuresti,Bucuresti,Stradă,Popa Tatu,nr. 1-23,10801,1
Bucuresti,Bucuresti,Stradă,Popa Tatu,nr. 25-45,10802,1
Bucuresti,Bucuresti,Stradă,Popa Tatu,nr. 47-63,10803,1
Bucuresti,Bucuresti,Stradă,Popa Tatu,nr. 65-T,10804,1
Bucuresti,Bucuresti,Stradă,Popa Tatu,nr. 2-34,10805,1
Bucuresti,Bucuresti,Stradă,Popa Tatu,nr. 36-74,10806,1
Bucuresti,Bucuresti,Stradă,Popa Tatu,nr. 76-T,10807,1
Bucuresti,Bucuresti,Piaţă,Muşatescu Tudor,,10808,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 1-21,10811,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 23-57,10812,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 59-63,10813,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 65,10814,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 67-85,10815,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 2-42,10821,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 44-68,10822,1
Bucuresti,Bucuresti,Stradă,Crişana,nr. 1-T,10827,1
Bucuresti,Bucuresti,Stradă,Crişana,nr. 2-T,10828,1
Bucuresti,Bucuresti,Stradă,Horaţiu,nr. 1-T,10833,1
Bucuresti,Bucuresti,Stradă,Horaţiu,nr. 2-T,10834,1
Bucuresti,Bucuresti,Stradă,"Haşdeu Iulia, poet",nr. 1-T,10835,1
Bucuresti,Bucuresti,Stradă,"Haşdeu Iulia, poet",nr. 2-T,10836,1
Bucuresti,Bucuresti,Intrare,"Haşdeu Iulia, poetă",,10837,1
Bucuresti,Bucuresti,Intrare,Alexe Marin,,10838,1
Bucuresti,Bucuresti,Piaţă,"Botescu Haralambie, dr.",nr. 1-T,10841,1
Bucuresti,Bucuresti,Piaţă,"Botescu Haralambie, dr.",nr. 2-T,10842,1
Bucuresti,Bucuresti,Stradă,Berzei,nr. 41-77,10252,1
Bucuresti,Bucuresti,Stradă,Berzei,nr. 79-83,10253,1
Bucuresti,Bucuresti,Stradă,Berzei,nr. 85-T,10254,1
Bucuresti,Bucuresti,Stradă,Berzei,nr. 36-48,10261,1
Bucuresti,Bucuresti,Stradă,Berzei,nr. 50-60,10262,1
Bucuresti,Bucuresti,Stradă,Berzei,nr. 62-T,10263,1
Bucuresti,Bucuresti,Stradă,"Dona C. Nicolae, g-ral.",nr. 1-T,10781,1
Bucuresti,Bucuresti,Stradă,"Dona C. Nicolae, g-ral.",nr. 2-T,10782,1
Bucuresti,Bucuresti,Stradă,Cazzavillan Luigi,nr. 1-13,10783,1
Bucuresti,Bucuresti,Stradă,Cazzavillan Luigi,nr. 15-T,10784,1
Bucuresti,Bucuresti,Stradă,Cazzavillan Luigi,nr. 2-24,10785,1
Bucuresti,Bucuresti,Stradă,Cazzavillan Luigi,nr. 26-T,10786,1
Bucuresti,Bucuresti,Intrare,Cazzavillan Luigi,,10787,1
Bucuresti,Bucuresti,Stradă,Temişana,nr. 1-21,10791,1
Bucuresti,Bucuresti,Stradă,Temişana,nr. 23-T,10792,1
Bucuresti,Bucuresti,Stradă,Temişana,nr. 2-22,10793,1
Bucuresti,Bucuresti,Stradă,Temişana,nr. 24-T,10794,1
Bucuresti,Bucuresti,Intrare,Temişana,,10795,1
Bucuresti,Bucuresti,Stradă,Transilvaniei,nr. 1-31,10796,1
Bucuresti,Bucuresti,Stradă,Transilvaniei,nr. 33-T,10797,1
Bucuresti,Bucuresti,Stradă,Transilvaniei,nr. 2-32,10798,1
Bucuresti,Bucuresti,Stradă,Transilvaniei,nr. 34-T,10799,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 87-89,10816,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 91-97,10817,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 70-76,10823,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 78-82,10824,1
Bucuresti,Bucuresti,Stradă,Maramureş,nr. 1-T,10831,1
Bucuresti,Bucuresti,Stradă,Maramureş,nr. 2-T,10832,1
Bucuresti,Bucuresti,Stradă,Baldovin Pârcălabul,nr. 1-9,10843,1
Bucuresti,Bucuresti,Stradă,Baldovin Pârcălabul,nr. 11-T,10844,1
Bucuresti,Bucuresti,Stradă,Baldovin Pârcălabul,nr. 2-T,10845,1
Bucuresti,Bucuresti,Intrare,Baldovin Pârcălabul,,10846,1
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 2-16,10871,1
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 18-34,10872,1
Bucuresti,Bucuresti,Splai,Independenţei,nr. 200-202,60021,6
Bucuresti,Bucuresti,Splai,Independenţei,nr. 202A,60022,6
Bucuresti,Bucuresti,Splai,Independenţei,nr. 202B- 202Z,60023,6
Bucuresti,Bucuresti,Splai,Independenţei,nr. 206-210,60025,6
Bucuresti,Bucuresti,Splai,Independenţei,nr. 212-240,60026,6
Bucuresti,Bucuresti,Stradă,Noica Constantin,nr. 2-118,60054,6
Bucuresti,Bucuresti,Stradă,Noica Constantin,nr. 120-134,60055,6
Bucuresti,Bucuresti,Stradă,Noica Constantin,nr. 136-138,60056,6
Bucuresti,Bucuresti,Stradă,Noica Constantin,nr. 140-T,60057,6
Bucuresti,Bucuresti,Cale,Plevnei,nr. 120-132,10241,1
Bucuresti,Bucuresti,Cale,Plevnei,nr. 134-136,10242,1
Bucuresti,Bucuresti,Cale,Plevnei,nr. 138-144,10243,1
Bucuresti,Bucuresti,Splai,Independenţei,nr. 96-198,10271,1
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 13-21,10863,1
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 23-25,10864,1
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 27-29,10865,1
Bucuresti,Bucuresti,Stradă,Witing,nr. 1-17,10901,1
Bucuresti,Bucuresti,Stradă,Witing,nr. 19-T,10902,1
Bucuresti,Bucuresti,Stradă,Witing,nr. 2-20,10903,1
Bucuresti,Bucuresti,Stradă,Witing,nr. 22-T,10904,1
Bucuresti,Bucuresti,Intrare,Witing,,10905,1
Bucuresti,Bucuresti,Stradă,Noica Constantin,nr. 1-157,60051,6
Bucuresti,Bucuresti,Stradă,Noica Constantin,nr. 159-181,60052,6
Bucuresti,Bucuresti,Stradă,Noica Constantin,nr. 183-T,60053,6
Bucuresti,Bucuresti,Cale,Plevnei,nr. 65-125,10224,1
Bucuresti,Bucuresti,Cale,Plevnei,nr. 127-135,10225,1
Bucuresti,Bucuresti,Cale,Plevnei,nr. 88-94,10236,1
Bucuresti,Bucuresti,Cale,Plevnei,nr. 96-100,10237,1
Bucuresti,Bucuresti,Cale,Plevnei,nr. 102-118,10238,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 99-119,10818,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 121-T,10819,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 84-94,10825,1
Bucuresti,Bucuresti,Stradă,Vulcănescu Mircea,nr. 96-T,10826,1
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 1-7,10861,1
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 9-11,10862,1
Bucuresti,Bucuresti,Stradă,Virgiliu,nr. 1-37,10881,1
Bucuresti,Bucuresti,Stradă,Virgiliu,nr. 39-T,10882,1
Bucuresti,Bucuresti,Stradă,Virgiliu,nr. 2-24,10883,1
Bucuresti,Bucuresti,Stradă,Virgiliu,nr. 26-T,10884,1
Bucuresti,Bucuresti,Stradă,Cotiturii,,10885,1
Bucuresti,Bucuresti,Stradă,Dobrogei,nr. 1-T,10886,1
Bucuresti,Bucuresti,Stradă,Dobrogei,nr. 2-T,10887,1
Bucuresti,Bucuresti,Stradă,Lipova,nr. 1-T,10888,1
Bucuresti,Bucuresti,Stradă,Lipova,nr. 2-T,10889,1
Bucuresti,Bucuresti,Intrare,Difuzorului,nr. 1-T,10891,1
Bucuresti,Bucuresti,Intrare,Difuzorului,nr. 2-T,10892,1
Bucuresti,Bucuresti,Stradă,"Gusti Dimitrie, sociolog",nr. 1-T,10893,1
Bucuresti,Bucuresti,Stradă,"Gusti Dimitrie, sociolog",nr. 2-T,10894,1
Bucuresti,Bucuresti,Stradă,Macedonia,nr. 1-T,10895,1
Bucuresti,Bucuresti,Stradă,Macedonia,nr. 2-T,10896,1
Bucuresti,Bucuresti,Stradă,Făgăraş,nr. 1-T,10897,1
Bucuresti,Bucuresti,Stradă,Făgăraş,nr. 2-T,10898,1
Bucuresti,Bucuresti,Intrare,Furtună Ştefan,,10899,1
Bucuresti,Bucuresti,Intrare,Protonilor,,60061,6
Bucuresti,Bucuresti,Şosea,Orhideelor,nr. 21-23,60072,6
Bucuresti,Bucuresti,Şosea,Orhideelor,nr. 24,60074,6
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 31-35,10866,1
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 37-39,10867,1
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 41-43,10868,1
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 45-T,10869,1
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 40-T,10874,1
Bucuresti,Bucuresti,Stradă,Aristia Costache,nr. 1-T,10911,1
Bucuresti,Bucuresti,Stradă,Aristia Costache,nr. 2-T,10912,1
Bucuresti,Bucuresti,Stradă,Darclee Hariclea,nr. 1-T,10913,1
Bucuresti,Bucuresti,Stradă,Darclee Hariclea,nr. 2-T,10914,1
Bucuresti,Bucuresti,Stradă,Raţiu dr.,nr. 1-T,10915,1
Bucuresti,Bucuresti,Stradă,Raţiu dr.,nr. 2-T,10916,1
Bucuresti,Bucuresti,Stradă,Bălăcescu Constantin,nr. 1-T,10917,1
Bucuresti,Bucuresti,Stradă,Bălăcescu Constantin,nr. 2-T,10918,1
Bucuresti,Bucuresti,Stradă,Vespasian,nr. 1-37,10921,1
Bucuresti,Bucuresti,Stradă,Vespasian,nr. 39-T,10922,1
Bucuresti,Bucuresti,Stradă,Vespasian,nr. 2-22,10923,1
Bucuresti,Bucuresti,Stradă,Vespasian,nr. 24-T,10924,1
Bucuresti,Bucuresti,Stradă,Măgireşti,nr. 1-T,10925,1
Bucuresti,Bucuresti,Stradă,Măgireşti,nr. 2-T,10926,1
Bucuresti,Bucuresti,Şosea,Orhideelor,nr. 25-33,10953,1
Bucuresti,Bucuresti,Şosea,Orhideelor,nr. 35-T,10954,1
Bucuresti,Bucuresti,Şosea,Orhideelor,nr. 26-44,10955,1
Bucuresti,Bucuresti,Şosea,Orhideelor,nr. 46-T,10956,1
Bucuresti,Bucuresti,Cale,Plevnei,nr. 137-143,60011,6
Bucuresti,Bucuresti,Cale,Plevnei,nr. 145,60012,6
Bucuresti,Bucuresti,Cale,Plevnei,nr. 147-T,60013,6
Bucuresti,Bucuresti,Cale,Plevnei,nr. 146-170,60014,6
Bucuresti,Bucuresti,Cale,Plevnei,nr. 172-200,60015,6
Bucuresti,Bucuresti,Cale,Plevnei,nr. 202-T,60016,6
Bucuresti,Bucuresti,Piaţă,Gara Basarab,,60075,6
Bucuresti,Bucuresti,Stradă,Institutul Medico-Militar,,10919,1
Bucuresti,Bucuresti,Stradă,"Pisoni, ing.",nr. 1-T,10927,1
Bucuresti,Bucuresti,Stradă,"Pisoni, ing.",nr. 2-T,10928,1
Bucuresti,Bucuresti,Stradă,Bihor,nr. 1-T,10931,1
Bucuresti,Bucuresti,Stradă,Bihor,nr. 2-T,10932,1
Bucuresti,Bucuresti,Stradă,Banat,nr. 1-T,10933,1
Bucuresti,Bucuresti,Stradă,Banat,nr. 2-T,10934,1
Bucuresti,Bucuresti,Stradă,Bogdan Vodă,nr. 1-T,10935,1
Bucuresti,Bucuresti,Stradă,Bogdan Vodă,nr. 2-T,10936,1
Bucuresti,Bucuresti,Stradă,Doamna Despina,nr. 1-T,10937,1
Bucuresti,Bucuresti,Stradă,Doamna Despina,nr. 2-T,10938,1
Bucuresti,Bucuresti,Stradă,Domniţa Ancuţa,nr. 1-T,10941,1
Bucuresti,Bucuresti,Stradă,Domniţa Ancuţa,nr. 2-T,10942,1
Bucuresti,Bucuresti,Stradă,Barierei,nr. 1-T,10943,1
Bucuresti,Bucuresti,Stradă,Barierei,nr. 2-T,10944,1
Bucuresti,Bucuresti,Stradă,Afluentului,nr. 1-T,10945,1
Bucuresti,Bucuresti,Stradă,Afluentului,nr. 2-T,10946,1
Bucuresti,Bucuresti,Stradă,Elizeu,nr. 1-T,10947,1
Bucuresti,Bucuresti,Stradă,Elizeu,nr. 2-T,10948,1
Bucuresti,Bucuresti,Stradă,Fluviului,nr. 1-T,10951,1
Bucuresti,Bucuresti,Stradă,Fluviului,nr. 2-T,10952,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 1-19,10701,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 21-31,10702,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 33-51,10703,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 53-69,10704,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 71-97,10705,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 99-117,10706,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 119-137,10707,1
Bucuresti,Bucuresti,Stradă,Banului,,10771,1
Bucuresti,Bucuresti,Stradă,"Budişteanu Constantin, g-ral.",nr. 1-11,10772,1
Bucuresti,Bucuresti,Stradă,"Budişteanu Constantin, g-ral.",nr. 13-T,10773,1
Bucuresti,Bucuresti,Stradă,"Budişteanu Constantin, g-ral.",nr. 2-10,10774,1
Bucuresti,Bucuresti,Stradă,"Budişteanu Constantin, g-ral.",nr. 12-T,10775,1
Bucuresti,Bucuresti,Stradă,"Aman Theodor, pictor",nr. 1-13,10776,1
Bucuresti,Bucuresti,Stradă,"Aman Theodor, pictor",nr. 15-T,10777,1
Bucuresti,Bucuresti,Stradă,"Aman Theodor, pictor",nr. 2-20,10778,1
Bucuresti,Bucuresti,Stradă,"Aman Theodor, pictor",nr. 22-T,10779,1
Bucuresti,Bucuresti,Stradă,Atelierului,nr. 1-T,10847,1
Bucuresti,Bucuresti,Stradă,Atelierului,nr. 2-T,10848,1
Bucuresti,Bucuresti,Intrare,Luncani,,10849,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 2-10,10731,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 12-26,10732,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 28-56,10733,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 58-78,10734,1
Bucuresti,Bucuresti,Stradă,Moxa Mihail,nr. 1-T,10961,1
Bucuresti,Bucuresti,Stradă,Moxa Mihail,nr. 2-T,10962,1
Bucuresti,Bucuresti,Stradă,Sfinţii Voievozi,nr. 1-19,10963,1
Bucuresti,Bucuresti,Stradă,Sfinţii Voievozi,nr. 21-39,10964,1
Bucuresti,Bucuresti,Stradă,Sfinţii Voievozi,nr. 41-T,10965,1
Bucuresti,Bucuresti,Stradă,Sfinţii Voievozi,nr. 2-34,10966,1
Bucuresti,Bucuresti,Stradă,Sfinţii Voievozi,nr. 36-T,10967,1
Bucuresti,Bucuresti,Piaţă,Sfinţii Voievozi,,10968,1
Bucuresti,Bucuresti,Stradă,Teodoroiu Ecaterina,nr. 1-T,10971,1
Bucuresti,Bucuresti,Stradă,Teodoroiu Ecaterina,nr. 2-T,10972,1
Bucuresti,Bucuresti,Intrare,Teodoroiu Ecaterina,,10973,1
Bucuresti,Bucuresti,Stradă,Semicercului,nr. 1-T,10974,1
Bucuresti,Bucuresti,Stradă,Semicercului,nr. 2-T,10975,1
Bucuresti,Bucuresti,Stradă,Manu Gheorghe,nr. 19-27,10443,1
Bucuresti,Bucuresti,Stradă,Manu Gheorghe,nr. 29-T,10444,1
Bucuresti,Bucuresti,Stradă,Manu Gheorghe,nr. 14-20,10446,1
Bucuresti,Bucuresti,Stradă,Manu Gheorghe,nr. 22-T,10447,1
Bucuresti,Bucuresti,Intrare,"Lemnea Dumitru, lt.",,10976,1
Bucuresti,Bucuresti,Stradă,Occidentului,nr. 1-27,10981,1
Bucuresti,Bucuresti,Stradă,Occidentului,nr. 29-T,10982,1
Bucuresti,Bucuresti,Stradă,Occidentului,nr. 2-22,10983,1
Bucuresti,Bucuresti,Stradă,Occidentului,nr. 24-T,10984,1
Bucuresti,Bucuresti,Stradă,Frumoasă,nr. 1-27,10985,1
Bucuresti,Bucuresti,Stradă,Frumoasă,nr. 29-T,10986,1
Bucuresti,Bucuresti,Stradă,Frumoasă,nr. 2-48,10987,1
Bucuresti,Bucuresti,Stradă,Frumoasă,nr. 50-T,10988,1
Bucuresti,Bucuresti,Intrare,Frumoasă,,10989,1
Bucuresti,Bucuresti,Piaţă,Buzeşti,,11018,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 80-106,10735,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 108-130,10736,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 132-136,10737,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 138,10738,1
Bucuresti,Bucuresti,Stradă,Sevastopol,nr. 1-T,10991,1
Bucuresti,Bucuresti,Stradă,Sevastopol,nr. 2-T,10992,1
Bucuresti,Bucuresti,Intrare,Sevastopol,,10993,1
Bucuresti,Bucuresti,Intrare,"Augustin Dan, serg.",,10994,1
Bucuresti,Bucuresti,Intrare,"Dascălu Nicolae, serg.",,10995,1
Bucuresti,Bucuresti,Intrare,"Ionescu David, cap.",,10996,1
Bucuresti,Bucuresti,Stradă,Buzeşti,nr. 1-21,11011,1
Bucuresti,Bucuresti,Stradă,Buzeşti,nr. 23-53,11012,1
Bucuresti,Bucuresti,Stradă,Buzeşti,nr. 2-28,11014,1
Bucuresti,Bucuresti,Stradă,Buzeşti,nr. 30-52,11015,1
Bucuresti,Bucuresti,Intrare,Buzeşti,,11016,1
Bucuresti,Bucuresti,Bulevard,Cuza Alexandru Ioan,nr. 1-23,11051,1
Bucuresti,Bucuresti,Bulevard,Cuza Alexandru Ioan,nr. 25-43,11052,1
Bucuresti,Bucuresti,Bulevard,Cuza Alexandru Ioan,nr. 2-34,11055,1
Bucuresti,Bucuresti,Stradă,Polizu Gheorghe,nr. 1-T,11061,1
Bucuresti,Bucuresti,Stradă,Polizu Gheorghe,nr. 2-T,11062,1
Bucuresti,Bucuresti,Stradă,"Varnali Leonida, dr.",nr. 1-T,11063,1
Bucuresti,Bucuresti,Stradă,"Varnali Leonida, dr.",nr. 2-T,11064,1
Bucuresti,Bucuresti,Intrare,Sagna,,11065,1
Bucuresti,Bucuresti,Intrare,Gădinţi,,11066,1
Bucuresti,Bucuresti,Intrare,Micle Veronica,,10046,1
Bucuresti,Bucuresti,Stradă,Micle Veronica,nr. 1-T,11043,1
Bucuresti,Bucuresti,Stradă,Micle Veronica,nr. 2-20,11044,1
Bucuresti,Bucuresti,Stradă,Micle Veronica,nr. 22-T,11045,1
Bucuresti,Bucuresti,Stradă,Maltopol,nr. 1-T,11047,1
Bucuresti,Bucuresti,Stradă,Maltopol,nr. 2-T,11048,1
Bucuresti,Bucuresti,Bulevard,Cuza Alexandru Ioan,nr. 45-81,11053,1
Bucuresti,Bucuresti,Bulevard,Cuza Alexandru Ioan,nr. 83-T,11054,1
Bucuresti,Bucuresti,Bulevard,Cuza Alexandru Ioan,nr. 36-56,11056,1
Bucuresti,Bucuresti,Bulevard,Cuza Alexandru Ioan,nr. 58-T,11057,1
Bucuresti,Bucuresti,Stradă,"Cernat Alexandru, g-ral",nr. 1-T,11058,1
Bucuresti,Bucuresti,Stradă,"Cernat Alexandru, g-ral",nr. 2-T,11059,1
Bucuresti,Bucuresti,Stradă,Depărăţeanu Alexandru,nr. 1-T,11095,1
Bucuresti,Bucuresti,Stradă,Depărăţeanu Alexandru,nr. 2-T,11096,1
Bucuresti,Bucuresti,Stradă,Miron Costin,nr. 1-T,11097,1
Bucuresti,Bucuresti,Stradă,Miron Costin,nr. 2-T,11098,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 167-189,10709,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 191-215,10711,1
Bucuresti,Bucuresti,Intrare,Griviţei,,10712,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 140-146,10741,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 148,10742,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 150-154,10743,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 156,10744,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 158,10745,1
Bucuresti,Bucuresti,Stradă,"Ţăruşanu Pandele, ing.",nr. 1-T,11085,1
Bucuresti,Bucuresti,Stradă,"Ţăruşanu Pandele, ing.",nr. 2-T,11086,1
Bucuresti,Bucuresti,Stradă,"Bianu Ioan, filolog",nr. 1-T,11091,1
Bucuresti,Bucuresti,Stradă,"Bianu Ioan, filolog",nr. 2-T,11092,1
Bucuresti,Bucuresti,Stradă,Negruzzi Iacob,nr. 1-T,11093,1
Bucuresti,Bucuresti,Stradă,Negruzzi Iacob,nr. 2-T,11094,1
Bucuresti,Bucuresti,Stradă,Rareş Petru,nr. 1-T,11101,1
Bucuresti,Bucuresti,Stradă,Rareş Petru,nr. 2-T,11102,1
Bucuresti,Bucuresti,Intrare,Dan Vodă,,11103,1
Bucuresti,Bucuresti,Intrare,Duca Vodă,,11104,1
Bucuresti,Bucuresti,Piaţă,Gara de Nord,nr. 1-T,10858,1
Bucuresti,Bucuresti,Bulevard,"Duca D.Gheorghe, ing.",nr. 1-11,11071,1
Bucuresti,Bucuresti,Bulevard,"Duca D.Gheorghe, ing.",nr. 13-17,11072,1
Bucuresti,Bucuresti,Bulevard,"Duca D.Gheorghe, ing.",nr. 19-T,11073,1
Bucuresti,Bucuresti,Bulevard,"Duca D.Gheorghe, ing.",nr. 2-8,11074,1
Bucuresti,Bucuresti,Bulevard,"Duca D.Gheorghe, ing.",nr. 10-22,11075,1
Bucuresti,Bucuresti,Bulevard,"Duca D.Gheorghe, ing.",nr. 24-T,11076,1
Bucuresti,Bucuresti,Stradă,Poni Petru,nr. 1-T,11077,1
Bucuresti,Bucuresti,Stradă,Poni Petru,nr. 2-T,11078,1
Bucuresti,Bucuresti,Stradă,Arion C.C.,nr. 1-T,11081,1
Bucuresti,Bucuresti,Stradă,Arion C.C.,nr. 2-T,11082,1
Bucuresti,Bucuresti,Stradă,"Ionescu Paul, lt. col.",nr. 1-T,11083,1
Bucuresti,Bucuresti,Stradă,"Ionescu Paul, lt. col.",nr. 2-T,11084,1
Bucuresti,Bucuresti,Stradă,"Dissescu Constantin, jr.",nr. 1-27,11087,1
Bucuresti,Bucuresti,Stradă,"Dissescu Constantin, jr.",nr. 29-T,11088,1
Bucuresti,Bucuresti,Stradă,"Dissescu Constantin, jr.",nr. 2-T,11089,1
Bucuresti,Bucuresti,Cale,Griviţei,nr. 139-165,10708,1
Bucuresti,Bucuresti,Stradă,Cameliei,nr. 1-29,10851,1
Bucuresti,Bucuresti,Stradă,Cameliei,nr. 31-T,10852,1
Bucuresti,Bucuresti,Stradă,Cameliei,nr. 2-16,10853,1
Bucuresti,Bucuresti,Stradă,Cameliei,nr. 18-T,10854,1
Bucuresti,Bucuresti,Stradă,Gara de Nord,nr. 1-T,10855,1
Bucuresti,Bucuresti,Stradă,Gara de Nord,nr. 2-4,10856,1
Bucuresti,Bucuresti,Stradă,Gara de Nord,nr. 6-T,10857,1
Bucuresti,Bucuresti,Piaţă,Gara de Nord,nr. 2-T,10859,1
Bucuresti,Bucuresti,Bulevard,Golescu Dinicu,nr. 36-38,10873,1
Bucuresti,Bucuresti,Stradă,Buzeşti,nr. 55-T,11013,1
Bucuresti,Bucuresti,Stradă,Buzeşti,nr. 54-T,11017,1
Bucuresti,Bucuresti,Stradă,Munţii Tatra,nr. 1-T,11021,1
Bucuresti,Bucuresti,Stradă,Munţii Tatra,nr. 2-T,11022,1
Bucuresti,Bucuresti,Intrare,Şantierului,,11023,1
Bucuresti,Bucuresti,Stradă,Dragoslavele,,11024,1
Bucuresti,Bucuresti,Stradă,"Sergiu Dumitru, dr.",nr. 1-T,11025,1
Bucuresti,Bucuresti,Stradă,"Sergiu Dumitru, dr.",nr. 2-T,11026,1
Bucuresti,Bucuresti,Stradă,Bradului,,11027,1
Bucuresti,Bucuresti,Stradă,Macul Roşu,,11028,1
Bucuresti,Bucuresti,Stradă,"Felix Iacob, dr.",nr. 1-39,11031,1
Bucuresti,Bucuresti,Stradă,"Felix Iacob, dr.",nr. 41,11032,1
Bucuresti,Bucuresti,Stradă,"Felix Iacob, dr.",nr. 43-69,11033,1
Bucuresti,Bucuresti,Stradă,"Felix Iacob, dr.",nr. 2-24,11037,1
Bucuresti,Bucuresti,Stradă,"Felix Iacob, dr.",nr. 26-50,11038,1
Bucuresti,Bucuresti,Intrare,"Felix Iacob, dr.",,11042,1
Bucuresti,Bucuresti,Şosea,Bucureşti-Ploieşti,nr. 1-5,13681,1
Bucuresti,Bucuresti,Piaţă,Presei Libere,nr. 2-T,13703,1
Bucuresti,Bucuresti,Bulevard,Poligrafiei,nr. 2-18,13705,1
Bucuresti,Bucuresti,Piaţă,Gara Băneasa,,13711,1
Bucuresti,Bucuresti,Stradă,"Minovici Nicolae, dr.",,13712,1
Bucuresti,Bucuresti,Stradă,Menuetului,,13713,1
Bucuresti,Bucuresti,Stradă,Tipografilor,nr. 1-T,13714,1
Bucuresti,Bucuresti,Stradă,Tipografilor,nr. 2-T,13715,1
Bucuresti,Bucuresti,Alee,Mateloţilor,nr. 1-T,13716,1
Bucuresti,Bucuresti,Alee,Mateloţilor,nr. 2-T,13717,1
Bucuresti,Bucuresti,Piaţă,Muzeul Dr. Minovici,,13718,1
Bucuresti,Bucuresti,Stradă,Gârlei,nr. 1-41,13721,1
Bucuresti,Bucuresti,Stradă,Gârlei,nr. 43-T,13722,1
Bucuresti,Bucuresti,Stradă,Gârlei,nr. 2-50,13723,1
Bucuresti,Bucuresti,Stradă,Gârlei,nr. 52-100,13724,1
Bucuresti,Bucuresti,Stradă,Gârlei,nr. 102-150,13725,1
Bucuresti,Bucuresti,Stradă,Gârlei,nr. 152-T,13726,1
Bucuresti,Bucuresti,Stradă,Podgoria,nr. 1-T,13731,1
Bucuresti,Bucuresti,Stradă,Podgoria,nr. 2-T,13732,1
Bucuresti,Bucuresti,Stradă,Muzicuţei,nr. 1-T,13733,1
Bucuresti,Bucuresti,Stradă,Muzicuţei,nr. 2-T,13734,1
Bucuresti,Bucuresti,Stradă,Redişoara,nr. 1-T,13735,1
Bucuresti,Bucuresti,Stradă,Redişoara,nr. 2-T,13736,1
Bucuresti,Bucuresti,Stradă,Avrămeni,nr. 1-T,13737,1
Bucuresti,Bucuresti,Stradă,Avrămeni,nr. 2-T,13738,1
Bucuresti,Bucuresti,Stradă,Poemului,nr. 1-T,13741,1
Bucuresti,Bucuresti,Stradă,Poemului,nr. 2-T,13742,1
Bucuresti,Bucuresti,Stradă,Madrigalului,nr. 1-T,13745,1
